,filenames,split,group
60,COCO_train2014_000000010710,train,0
61,COCO_train2014_000000010732,train,0
62,COCO_train2014_000000010743,valid,0
63,COCO_train2014_000000010870,train,0
64,COCO_train2014_000000010881,valid,0
65,COCO_train2014_000000010969,train,0
66,COCO_train2014_000000011077,test,0
67,COCO_train2014_000000011229,train,0
68,COCO_train2014_000000011231,train,0
69,COCO_train2014_000000011349,train,0
70,COCO_train2014_000000011579,train,0
71,COCO_train2014_000000011702,train,0
72,COCO_train2014_000000011791,test,0
73,COCO_train2014_000000011931,test,0
74,COCO_train2014_000000012284,train,0
75,COCO_train2014_000000012379,train,0
76,COCO_train2014_000000013020,train,0
77,COCO_train2014_000000013124,train,0
78,COCO_train2014_000000013195,train,0
79,COCO_train2014_000000013675,train,0
80,COCO_train2014_000000013717,valid,0
81,COCO_train2014_000000013920,train,0
82,COCO_train2014_000000013983,train,0
83,COCO_train2014_000000014036,train,0
84,COCO_train2014_000000014070,train,0
85,COCO_train2014_000000014128,valid,0
86,COCO_train2014_000000014152,valid,0
87,COCO_train2014_000000014472,train,0
88,COCO_train2014_000000014533,test,0
89,COCO_train2014_000000014546,train,0
90,COCO_train2014_000000014653,train,0
91,COCO_train2014_000000014691,train,0
92,COCO_train2014_000000014795,train,0
93,COCO_train2014_000000014873,train,0
94,COCO_train2014_000000014986,train,0
95,COCO_train2014_000000015097,train,0
96,COCO_train2014_000000015151,train,0
97,COCO_train2014_000000015175,train,0
98,COCO_train2014_000000015239,train,0
99,COCO_train2014_000000015268,train,0
100,COCO_train2014_000000015392,train,0
101,COCO_train2014_000000015546,valid,0
102,COCO_train2014_000000015843,test,0
103,COCO_train2014_000000016056,test,0
104,COCO_train2014_000000016112,valid,0
105,COCO_train2014_000000016188,train,0
106,COCO_train2014_000000016254,train,0
107,COCO_train2014_000000016547,train,0
108,COCO_train2014_000000017167,valid,0
109,COCO_train2014_000000017174,train,0
110,COCO_train2014_000000017308,train,0
111,COCO_train2014_000000017489,train,0
112,COCO_train2014_000000017580,valid,0
113,COCO_train2014_000000017591,train,0
114,COCO_train2014_000000017799,valid,0
115,COCO_train2014_000000017877,test,0
116,COCO_train2014_000000018217,train,0
117,COCO_train2014_000000018265,train,0
118,COCO_train2014_000000018464,train,0
119,COCO_train2014_000000018482,train,0
120,COCO_train2014_000000018542,valid,0
121,COCO_train2014_000000018683,test,0
122,COCO_train2014_000000019002,test,0
123,COCO_train2014_000000019399,train,0
124,COCO_train2014_000000019471,valid,0
125,COCO_train2014_000000019698,train,0
126,COCO_train2014_000000019707,train,0
127,COCO_train2014_000000019754,train,0
128,COCO_train2014_000000019789,train,0
129,COCO_train2014_000000020182,test,0
130,COCO_train2014_000000020971,train,0
131,COCO_train2014_000000021075,train,0
132,COCO_train2014_000000021152,valid,0
133,COCO_train2014_000000021183,train,0
134,COCO_train2014_000000021248,train,0
135,COCO_train2014_000000021534,train,0
136,COCO_train2014_000000021685,train,0
137,COCO_train2014_000000022026,test,0
138,COCO_train2014_000000022102,train,0
139,COCO_train2014_000000022198,train,0
140,COCO_train2014_000000022222,train,0
141,COCO_train2014_000000022462,train,0
142,COCO_train2014_000000022624,train,0
143,COCO_train2014_000000023298,valid,0
144,COCO_train2014_000000023357,train,0
145,COCO_train2014_000000023405,train,0
146,COCO_train2014_000000023811,test,0
147,COCO_train2014_000000023927,train,0
148,COCO_train2014_000000024169,train,0
149,COCO_train2014_000000024457,train,0
150,COCO_train2014_000000024664,train,0
151,COCO_train2014_000000024828,train,0
152,COCO_train2014_000000024972,valid,0
153,COCO_train2014_000000025232,valid,0
154,COCO_train2014_000000025481,train,0
155,COCO_train2014_000000025528,train,0
156,COCO_train2014_000000025539,train,0
157,COCO_train2014_000000025576,train,0
158,COCO_train2014_000000025870,test,0
159,COCO_train2014_000000026031,valid,0
160,COCO_train2014_000000026164,train,0
161,COCO_train2014_000000026388,train,0
162,COCO_train2014_000000026829,train,0
163,COCO_train2014_000000027319,valid,0
164,COCO_train2014_000000027334,valid,0
165,COCO_train2014_000000027495,test,0
166,COCO_train2014_000000027556,train,0
167,COCO_train2014_000000027593,train,0
168,COCO_train2014_000000027792,train,0
169,COCO_train2014_000000027862,train,0
170,COCO_train2014_000000027890,train,0
171,COCO_train2014_000000027937,valid,0
172,COCO_train2014_000000028116,train,0
173,COCO_train2014_000000028588,train,0
174,COCO_train2014_000000028797,test,0
175,COCO_train2014_000000029096,train,0
176,COCO_train2014_000000029752,test,0
177,COCO_train2014_000000029895,test,0
178,COCO_train2014_000000030000,train,0
179,COCO_train2014_000000030055,train,0
180,COCO_train2014_000000030109,valid,0
181,COCO_train2014_000000030205,train,0
182,COCO_train2014_000000030340,train,0
183,COCO_train2014_000000030349,train,0
184,COCO_train2014_000000030371,train,0
185,COCO_train2014_000000030879,train,0
186,COCO_train2014_000000031250,train,0
187,COCO_train2014_000000031588,train,0
188,COCO_train2014_000000031621,test,0
189,COCO_train2014_000000031642,train,0
190,COCO_train2014_000000031738,train,0
191,COCO_train2014_000000031943,valid,0
192,COCO_train2014_000000032134,train,0
193,COCO_train2014_000000032231,train,0
194,COCO_train2014_000000032236,test,0
195,COCO_train2014_000000032386,test,0
196,COCO_train2014_000000032413,test,0
197,COCO_train2014_000000032474,train,0
198,COCO_train2014_000000032767,train,0
199,COCO_train2014_000000032809,train,0
200,COCO_train2014_000000033077,train,0
201,COCO_train2014_000000033105,test,0
202,COCO_train2014_000000033126,train,0
203,COCO_train2014_000000033500,train,0
204,COCO_train2014_000000033718,train,0
205,COCO_train2014_000000033721,test,0
206,COCO_train2014_000000033756,train,0
207,COCO_train2014_000000034039,valid,0
208,COCO_train2014_000000034120,train,0
209,COCO_train2014_000000034128,train,0
210,COCO_train2014_000000034431,train,0
211,COCO_train2014_000000034478,train,0
212,COCO_train2014_000000034551,train,0
213,COCO_train2014_000000034752,train,0
214,COCO_train2014_000000034795,test,0
215,COCO_train2014_000000034880,train,0
216,COCO_train2014_000000035093,train,0
217,COCO_train2014_000000035132,train,0
218,COCO_train2014_000000035211,test,0
219,COCO_train2014_000000035256,train,0
220,COCO_train2014_000000035272,test,0
221,COCO_train2014_000000035322,valid,0
222,COCO_train2014_000000035358,train,0
223,COCO_train2014_000000035589,train,0
224,COCO_train2014_000000035643,valid,0
225,COCO_train2014_000000035663,valid,0
226,COCO_train2014_000000035964,valid,0
227,COCO_train2014_000000035979,train,0
228,COCO_train2014_000000036157,test,0
229,COCO_train2014_000000036289,train,0
230,COCO_train2014_000000036663,train,0
231,COCO_train2014_000000037012,valid,0
232,COCO_train2014_000000037323,train,0
233,COCO_train2014_000000037579,train,0
234,COCO_train2014_000000037830,train,0
235,COCO_train2014_000000037932,test,0
236,COCO_train2014_000000038317,train,0
237,COCO_train2014_000000038375,train,0
238,COCO_train2014_000000038584,train,0
239,COCO_train2014_000000038589,train,0
240,COCO_train2014_000000038786,test,0
241,COCO_train2014_000000038862,valid,0
242,COCO_train2014_000000039016,train,0
243,COCO_train2014_000000039082,train,0
244,COCO_train2014_000000039089,valid,0
245,COCO_train2014_000000039100,train,0
246,COCO_train2014_000000039137,test,0
247,COCO_train2014_000000039159,train,0
248,COCO_train2014_000000039438,train,0
249,COCO_train2014_000000039446,train,0
250,COCO_train2014_000000039455,valid,0
251,COCO_train2014_000000039548,train,0
252,COCO_train2014_000000039580,train,0
253,COCO_train2014_000000039778,train,0
254,COCO_train2014_000000039888,train,0
255,COCO_train2014_000000040006,train,0
256,COCO_train2014_000000040158,train,0
257,COCO_train2014_000000040305,train,0
258,COCO_train2014_000000040771,train,0
259,COCO_train2014_000000040846,test,0
260,COCO_train2014_000000040855,valid,0
261,COCO_train2014_000000040912,test,0
262,COCO_train2014_000000040938,train,0
263,COCO_train2014_000000040954,train,0
264,COCO_train2014_000000040995,valid,0
265,COCO_train2014_000000041105,test,0
266,COCO_train2014_000000041231,test,0
267,COCO_train2014_000000041442,train,0
268,COCO_train2014_000000041459,train,0
269,COCO_train2014_000000041673,train,0
270,COCO_train2014_000000041742,train,0
271,COCO_train2014_000000041854,train,0
272,COCO_train2014_000000041962,train,0
273,COCO_train2014_000000042089,valid,0
274,COCO_train2014_000000042166,test,0
275,COCO_train2014_000000042404,train,0
276,COCO_train2014_000000042418,train,0
277,COCO_train2014_000000042760,test,0
278,COCO_train2014_000000042799,train,0
279,COCO_train2014_000000042855,valid,0
280,COCO_train2014_000000042862,train,0
281,COCO_train2014_000000043206,train,0
282,COCO_train2014_000000043500,train,0
283,COCO_train2014_000000043773,train,0
284,COCO_train2014_000000043893,train,0
285,COCO_train2014_000000043960,train,0
286,COCO_train2014_000000043971,train,0
287,COCO_train2014_000000044129,train,0
288,COCO_train2014_000000044901,valid,0
289,COCO_train2014_000000044954,train,0
290,COCO_train2014_000000045128,train,0
291,COCO_train2014_000000045492,test,0
292,COCO_train2014_000000045494,train,0
293,COCO_train2014_000000045854,test,0
294,COCO_train2014_000000046265,valid,0
295,COCO_train2014_000000046315,train,0
296,COCO_train2014_000000046372,train,0
297,COCO_train2014_000000046725,train,0
298,COCO_train2014_000000046893,train,0
299,COCO_train2014_000000046942,train,0
300,COCO_train2014_000000047213,train,0
301,COCO_train2014_000000047221,test,0
302,COCO_train2014_000000047347,train,0
303,COCO_train2014_000000047643,train,0
304,COCO_train2014_000000047725,train,0
305,COCO_train2014_000000048163,valid,0
306,COCO_train2014_000000048284,valid,0
307,COCO_train2014_000000048287,train,0
308,COCO_train2014_000000048388,train,0
309,COCO_train2014_000000048398,train,0
310,COCO_train2014_000000048711,valid,0
311,COCO_train2014_000000048824,test,0
312,COCO_train2014_000000048971,train,0
313,COCO_train2014_000000049065,train,0
314,COCO_train2014_000000049240,train,0
315,COCO_train2014_000000049429,valid,0
316,COCO_train2014_000000049460,train,0
317,COCO_train2014_000000049819,train,0
318,COCO_train2014_000000049858,train,0
319,COCO_train2014_000000050058,valid,0
320,COCO_train2014_000000050263,train,0
321,COCO_train2014_000000050412,train,0
322,COCO_train2014_000000050462,valid,0
323,COCO_train2014_000000050518,train,0
324,COCO_train2014_000000050757,train,0
325,COCO_train2014_000000050806,train,0
326,COCO_train2014_000000050988,train,0
327,COCO_train2014_000000051501,valid,0
328,COCO_train2014_000000051504,train,0
329,COCO_train2014_000000051512,test,0
330,COCO_train2014_000000051522,train,0
331,COCO_train2014_000000051555,train,0
332,COCO_train2014_000000051571,train,0
333,COCO_train2014_000000051704,test,0
334,COCO_train2014_000000051720,train,0
335,COCO_train2014_000000052010,test,0
336,COCO_train2014_000000052109,test,0
337,COCO_train2014_000000052383,train,0
338,COCO_train2014_000000052562,train,0
339,COCO_train2014_000000052628,train,0
340,COCO_train2014_000000053131,valid,0
341,COCO_train2014_000000053330,valid,0
342,COCO_train2014_000000053518,train,0
343,COCO_train2014_000000053587,test,0
344,COCO_train2014_000000053591,valid,0
345,COCO_train2014_000000053913,train,0
346,COCO_train2014_000000053957,train,0
347,COCO_train2014_000000054012,test,0
348,COCO_train2014_000000054295,valid,0
349,COCO_train2014_000000054374,train,0
350,COCO_train2014_000000054696,train,0
351,COCO_train2014_000000054989,train,0
352,COCO_train2014_000000055039,train,0
353,COCO_train2014_000000055516,train,0
354,COCO_train2014_000000055681,train,0
355,COCO_train2014_000000055712,train,0
356,COCO_train2014_000000055731,train,0
357,COCO_train2014_000000055809,train,0
358,COCO_train2014_000000055823,train,0
359,COCO_train2014_000000055859,train,0
360,COCO_train2014_000000055891,train,0
361,COCO_train2014_000000055903,train,0
362,COCO_train2014_000000056048,train,0
363,COCO_train2014_000000056293,valid,0
364,COCO_train2014_000000056585,valid,0
365,COCO_train2014_000000056679,valid,0
366,COCO_train2014_000000056699,train,0
367,COCO_train2014_000000056718,test,0
368,COCO_train2014_000000056800,train,0
369,COCO_train2014_000000056845,train,0
370,COCO_train2014_000000056877,train,0
371,COCO_train2014_000000057631,train,0
372,COCO_train2014_000000057767,train,0
373,COCO_train2014_000000057810,test,0
374,COCO_train2014_000000057820,train,0
375,COCO_train2014_000000057871,valid,0
376,COCO_train2014_000000058239,train,0
377,COCO_train2014_000000058965,train,0
378,COCO_train2014_000000059012,train,0
379,COCO_train2014_000000059141,train,0
380,COCO_train2014_000000059167,train,0
381,COCO_train2014_000000059442,train,0
382,COCO_train2014_000000059910,valid,0
383,COCO_train2014_000000060055,valid,0
384,COCO_train2014_000000060158,train,0
385,COCO_train2014_000000060568,test,0
386,COCO_train2014_000000060572,test,0
387,COCO_train2014_000000060678,train,0
388,COCO_train2014_000000060699,valid,0
389,COCO_train2014_000000060812,train,0
390,COCO_train2014_000000060828,train,0
391,COCO_train2014_000000060858,train,0
392,COCO_train2014_000000060873,train,0
393,COCO_train2014_000000060980,train,0
394,COCO_train2014_000000061182,train,0
395,COCO_train2014_000000061260,train,0
396,COCO_train2014_000000061809,train,0
397,COCO_train2014_000000061852,train,0
398,COCO_train2014_000000061881,train,0
399,COCO_train2014_000000061949,train,0
400,COCO_train2014_000000062030,train,0
401,COCO_train2014_000000062048,train,0
402,COCO_train2014_000000062464,valid,0
403,COCO_train2014_000000062622,train,0
404,COCO_train2014_000000062958,train,0
405,COCO_train2014_000000063049,valid,0
406,COCO_train2014_000000063140,test,0
407,COCO_train2014_000000063556,train,0
408,COCO_train2014_000000063572,train,0
409,COCO_train2014_000000063894,test,0
410,COCO_train2014_000000064028,test,0
411,COCO_train2014_000000064460,train,0
412,COCO_train2014_000000065195,valid,0
413,COCO_train2014_000000065404,train,0
414,COCO_train2014_000000065440,valid,0
415,COCO_train2014_000000065456,test,0
416,COCO_train2014_000000065488,valid,0
417,COCO_train2014_000000065831,test,0
418,COCO_train2014_000000065869,valid,0
419,COCO_train2014_000000065962,test,0
420,COCO_train2014_000000066236,train,0
421,COCO_train2014_000000066319,valid,0
422,COCO_train2014_000000066443,train,0
423,COCO_train2014_000000066487,train,0
424,COCO_train2014_000000066707,test,0
425,COCO_train2014_000000067023,train,0
426,COCO_train2014_000000067084,train,0
427,COCO_train2014_000000067241,test,0
428,COCO_train2014_000000067248,test,0
429,COCO_train2014_000000067656,train,0
430,COCO_train2014_000000067871,train,0
431,COCO_train2014_000000068139,valid,0
432,COCO_train2014_000000068147,train,0
433,COCO_train2014_000000068260,train,0
434,COCO_train2014_000000068797,train,0
435,COCO_train2014_000000069320,train,0
436,COCO_train2014_000000069321,train,0
437,COCO_train2014_000000069979,train,0
438,COCO_train2014_000000070297,valid,0
439,COCO_train2014_000000070333,test,0
440,COCO_train2014_000000070642,train,0
441,COCO_train2014_000000070812,valid,0
442,COCO_train2014_000000070854,test,0
443,COCO_train2014_000000071043,train,0
444,COCO_train2014_000000071182,valid,0
445,COCO_train2014_000000071223,train,0
446,COCO_train2014_000000071313,valid,0
447,COCO_train2014_000000071344,train,0
448,COCO_train2014_000000071503,train,0
449,COCO_train2014_000000071601,valid,0
450,COCO_train2014_000000071759,valid,0
451,COCO_train2014_000000072189,test,0
452,COCO_train2014_000000072373,test,0
453,COCO_train2014_000000072429,train,0
454,COCO_train2014_000000072435,train,0
455,COCO_train2014_000000072454,train,0
456,COCO_train2014_000000072564,train,0
457,COCO_train2014_000000072646,train,0
458,COCO_train2014_000000073348,train,0
459,COCO_train2014_000000073554,test,0
460,COCO_train2014_000000073610,test,0
461,COCO_train2014_000000073647,train,0
462,COCO_train2014_000000073801,valid,0
463,COCO_train2014_000000073826,train,0
464,COCO_train2014_000000073889,train,0
465,COCO_train2014_000000073997,train,0
466,COCO_train2014_000000073999,train,0
467,COCO_train2014_000000074081,train,0
468,COCO_train2014_000000074156,train,0
469,COCO_train2014_000000074215,train,0
470,COCO_train2014_000000074217,train,0
471,COCO_train2014_000000074572,test,0
472,COCO_train2014_000000074739,train,0
473,COCO_train2014_000000074838,test,0
474,COCO_train2014_000000074885,train,0
475,COCO_train2014_000000074917,train,0
476,COCO_train2014_000000074925,train,0
477,COCO_train2014_000000074975,train,0
478,COCO_train2014_000000075114,test,0
479,COCO_train2014_000000075621,train,0
480,COCO_train2014_000000075882,train,0
481,COCO_train2014_000000076245,test,0
482,COCO_train2014_000000076636,train,0
483,COCO_train2014_000000076676,train,0
484,COCO_train2014_000000076893,train,0
485,COCO_train2014_000000077092,train,0
486,COCO_train2014_000000077155,train,0
487,COCO_train2014_000000077750,train,0
488,COCO_train2014_000000077851,train,0
489,COCO_train2014_000000079262,test,0
490,COCO_train2014_000000079333,train,0
491,COCO_train2014_000000079338,train,0
492,COCO_train2014_000000079459,train,0
493,COCO_train2014_000000079517,train,0
494,COCO_train2014_000000079720,test,0
495,COCO_train2014_000000079893,train,0
496,COCO_train2014_000000080140,train,0
497,COCO_train2014_000000080279,valid,0
498,COCO_train2014_000000080386,train,0
499,COCO_train2014_000000080394,train,0
500,COCO_train2014_000000080434,train,0
501,COCO_train2014_000000080481,test,0
502,COCO_train2014_000000081057,train,0
503,COCO_train2014_000000081199,train,0
504,COCO_train2014_000000081387,train,0
505,COCO_train2014_000000081680,train,0
506,COCO_train2014_000000081819,train,0
507,COCO_train2014_000000081853,train,0
508,COCO_train2014_000000081944,train,0
509,COCO_train2014_000000082039,test,0
510,COCO_train2014_000000082135,train,0
511,COCO_train2014_000000082191,valid,0
512,COCO_train2014_000000082275,test,0
513,COCO_train2014_000000082622,train,0
514,COCO_train2014_000000082705,train,0
515,COCO_train2014_000000082729,train,0
516,COCO_train2014_000000082881,valid,0
517,COCO_train2014_000000083033,train,0
518,COCO_train2014_000000083323,train,0
519,COCO_train2014_000000083386,train,0
520,COCO_train2014_000000083755,train,0
521,COCO_train2014_000000083801,train,0
522,COCO_train2014_000000083804,train,0
523,COCO_train2014_000000083818,train,0
524,COCO_train2014_000000083862,train,0
525,COCO_train2014_000000083872,test,0
526,COCO_train2014_000000083964,train,0
527,COCO_train2014_000000083996,train,0
528,COCO_train2014_000000084013,train,0
529,COCO_train2014_000000084529,train,0
530,COCO_train2014_000000084731,train,0
531,COCO_train2014_000000084803,valid,0
532,COCO_train2014_000000084852,valid,0
533,COCO_train2014_000000085018,valid,0
534,COCO_train2014_000000085035,test,0
535,COCO_train2014_000000085046,test,0
536,COCO_train2014_000000085114,train,0
537,COCO_train2014_000000085322,valid,0
538,COCO_train2014_000000085501,test,0
539,COCO_train2014_000000085921,train,0
540,COCO_train2014_000000085974,train,0
541,COCO_train2014_000000086017,train,0
542,COCO_train2014_000000086329,train,0
543,COCO_train2014_000000086393,train,0
544,COCO_train2014_000000086514,valid,0
545,COCO_train2014_000000086820,valid,0
546,COCO_train2014_000000086861,train,0
547,COCO_train2014_000000086922,test,0
548,COCO_train2014_000000087017,valid,0
549,COCO_train2014_000000087029,train,0
550,COCO_train2014_000000087101,train,0
551,COCO_train2014_000000087208,train,0
552,COCO_train2014_000000087308,train,0
553,COCO_train2014_000000087501,train,0
554,COCO_train2014_000000087604,train,0
555,COCO_train2014_000000087933,train,0
556,COCO_train2014_000000088165,train,0
557,COCO_train2014_000000088315,test,0
558,COCO_train2014_000000088324,train,0
559,COCO_train2014_000000088401,train,0
560,COCO_train2014_000000088730,train,0
561,COCO_train2014_000000089340,train,0
562,COCO_train2014_000000089773,train,0
563,COCO_train2014_000000089922,train,0
564,COCO_train2014_000000090145,test,0
565,COCO_train2014_000000090293,train,0
566,COCO_train2014_000000090566,valid,0
567,COCO_train2014_000000091023,train,0
568,COCO_train2014_000000091276,valid,0
569,COCO_train2014_000000091465,train,0
570,COCO_train2014_000000091675,train,0
571,COCO_train2014_000000091681,valid,0
572,COCO_train2014_000000091697,train,0
573,COCO_train2014_000000091759,valid,0
574,COCO_train2014_000000091886,train,0
575,COCO_train2014_000000091989,train,0
576,COCO_train2014_000000092066,test,0
577,COCO_train2014_000000092096,train,0
578,COCO_train2014_000000092274,train,0
579,COCO_train2014_000000092336,valid,0
580,COCO_train2014_000000092342,train,0
581,COCO_train2014_000000092557,train,0
582,COCO_train2014_000000092746,train,0
583,COCO_train2014_000000092813,train,0
584,COCO_train2014_000000092974,valid,0
585,COCO_train2014_000000092975,train,0
586,COCO_train2014_000000093133,test,0
587,COCO_train2014_000000093378,valid,0
588,COCO_train2014_000000093424,valid,0
589,COCO_train2014_000000094004,train,0
590,COCO_train2014_000000094350,valid,0
591,COCO_train2014_000000094459,train,0
592,COCO_train2014_000000094589,train,0
593,COCO_train2014_000000094952,train,0
594,COCO_train2014_000000094996,train,0
595,COCO_train2014_000000095029,train,0
596,COCO_train2014_000000095341,train,0
597,COCO_train2014_000000095380,test,0
598,COCO_train2014_000000095752,train,0
599,COCO_train2014_000000096250,train,0
600,COCO_train2014_000000096303,train,0
601,COCO_train2014_000000096640,valid,0
602,COCO_train2014_000000097078,train,0
603,COCO_train2014_000000097218,train,0
604,COCO_train2014_000000097458,train,0
605,COCO_train2014_000000097613,train,0
606,COCO_train2014_000000097685,valid,0
607,COCO_train2014_000000097825,train,0
608,COCO_train2014_000000097858,train,0
609,COCO_train2014_000000098038,train,0
610,COCO_train2014_000000098318,train,0
611,COCO_train2014_000000098601,train,0
612,COCO_train2014_000000098641,train,0
613,COCO_train2014_000000098672,valid,0
614,COCO_train2014_000000098950,train,0
615,COCO_train2014_000000099064,train,0
616,COCO_train2014_000000099135,valid,0
617,COCO_train2014_000000099313,train,0
618,COCO_train2014_000000099536,test,0
619,COCO_train2014_000000099548,train,0
620,COCO_train2014_000000099785,valid,0
621,COCO_train2014_000000100253,train,0
622,COCO_train2014_000000100277,test,0
623,COCO_train2014_000000100386,train,0
624,COCO_train2014_000000100560,train,0
625,COCO_train2014_000000100581,train,0
626,COCO_train2014_000000100599,train,0
627,COCO_train2014_000000100821,test,0
628,COCO_train2014_000000100827,test,0
629,COCO_train2014_000000101319,train,0
630,COCO_train2014_000000101411,train,0
631,COCO_train2014_000000101479,train,0
632,COCO_train2014_000000101572,train,0
633,COCO_train2014_000000101697,train,0
634,COCO_train2014_000000102029,train,0
635,COCO_train2014_000000102030,train,0
636,COCO_train2014_000000102225,train,0
637,COCO_train2014_000000102288,train,0
638,COCO_train2014_000000102300,train,0
639,COCO_train2014_000000102706,train,0
640,COCO_train2014_000000102835,test,0
641,COCO_train2014_000000103231,train,0
642,COCO_train2014_000000103297,valid,0
643,COCO_train2014_000000103383,train,0
644,COCO_train2014_000000103613,train,0
645,COCO_train2014_000000103711,train,0
646,COCO_train2014_000000103730,train,0
647,COCO_train2014_000000103759,train,0
648,COCO_train2014_000000103797,train,0
649,COCO_train2014_000000103822,train,0
650,COCO_train2014_000000103881,train,0
651,COCO_train2014_000000103936,test,0
652,COCO_train2014_000000103969,test,0
653,COCO_train2014_000000104023,train,0
654,COCO_train2014_000000104046,test,0
655,COCO_train2014_000000104234,train,0
656,COCO_train2014_000000104384,train,0
657,COCO_train2014_000000104788,train,0
658,COCO_train2014_000000104846,train,0
659,COCO_train2014_000000105079,test,0
660,COCO_train2014_000000105478,train,0
661,COCO_train2014_000000105531,train,0
662,COCO_train2014_000000105708,train,0
663,COCO_train2014_000000105714,train,0
664,COCO_train2014_000000105767,train,0
665,COCO_train2014_000000105825,train,0
666,COCO_train2014_000000105901,train,0
667,COCO_train2014_000000106168,train,0
668,COCO_train2014_000000106202,train,0
669,COCO_train2014_000000106419,train,0
670,COCO_train2014_000000106615,train,0
671,COCO_train2014_000000106635,train,0
672,COCO_train2014_000000106664,train,0
673,COCO_train2014_000000106772,train,0
674,COCO_train2014_000000107138,train,0
675,COCO_train2014_000000107421,train,0
676,COCO_train2014_000000107495,train,0
677,COCO_train2014_000000107535,train,0
678,COCO_train2014_000000107593,train,0
679,COCO_train2014_000000107683,train,0
680,COCO_train2014_000000108123,train,0
681,COCO_train2014_000000108221,train,0
682,COCO_train2014_000000108769,train,0
683,COCO_train2014_000000109078,train,0
684,COCO_train2014_000000109125,valid,0
685,COCO_train2014_000000109174,train,0
686,COCO_train2014_000000109290,valid,0
687,COCO_train2014_000000109506,train,0
688,COCO_train2014_000000110006,train,0
689,COCO_train2014_000000110046,valid,0
690,COCO_train2014_000000110417,train,0
691,COCO_train2014_000000110819,train,0
692,COCO_train2014_000000111224,train,0
693,COCO_train2014_000000111936,train,0
694,COCO_train2014_000000112031,train,0
695,COCO_train2014_000000112443,train,0
696,COCO_train2014_000000112478,valid,0
697,COCO_train2014_000000112673,train,0
698,COCO_train2014_000000112708,valid,0
699,COCO_train2014_000000112726,train,0
700,COCO_train2014_000000112793,train,0
701,COCO_train2014_000000112992,train,0
702,COCO_train2014_000000113144,train,0
703,COCO_train2014_000000113402,test,0
704,COCO_train2014_000000114403,train,0
705,COCO_train2014_000000114424,train,0
706,COCO_train2014_000000114598,train,0
707,COCO_train2014_000000115226,train,0
708,COCO_train2014_000000115282,train,0
709,COCO_train2014_000000115319,train,0
710,COCO_train2014_000000115911,train,0
711,COCO_train2014_000000115950,train,0
712,COCO_train2014_000000115959,train,0
713,COCO_train2014_000000116043,test,0
714,COCO_train2014_000000116326,train,0
715,COCO_train2014_000000116334,train,0
716,COCO_train2014_000000116512,train,0
717,COCO_train2014_000000116592,train,0
718,COCO_train2014_000000117040,train,0
719,COCO_train2014_000000117119,train,0
720,COCO_train2014_000000117371,train,0
721,COCO_train2014_000000117413,train,0
722,COCO_train2014_000000117770,test,0
723,COCO_train2014_000000117849,train,0
724,COCO_train2014_000000117867,train,0
725,COCO_train2014_000000117939,valid,0
726,COCO_train2014_000000117998,train,0
727,COCO_train2014_000000118167,valid,0
728,COCO_train2014_000000118219,test,0
